NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REGULATION OF INFLAMMASOME-MEDIATED SIGNALING PATHWAY%GOBP%GO:0141085	REGULATION OF INFLAMMASOME-MEDIATED SIGNALING PATHWAY%GOBP%GO:0141085		22	0.67617714	1.541785	0.025210084	0.068117395	1.0	41	tags=9%, list=1%, signal=9%	
PID_MAPK_TRK_PATHWAY%MSIGDB_C2%PID_MAPK_TRK_PATHWAY	PID_MAPK_TRK_PATHWAY%MSIGDB_C2%PID_MAPK_TRK_PATHWAY		22	0.6540996	1.5417488	0.014010508	0.06804591	1.0	1776	tags=55%, list=22%, signal=69%	
REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0019216	REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0019216		105	0.5211159	1.5416967	0.0040214476	0.06798526	1.0	1050	tags=27%, list=13%, signal=30%	
PROTEIN POLYMERIZATION%GOBP%GO:0051258	PROTEIN POLYMERIZATION%GOBP%GO:0051258		61	0.55487245	1.5414319	0.016248154	0.068050526	1.0	1318	tags=34%, list=16%, signal=41%	
PID_ECADHERIN_NASCENT_AJ_PATHWAY%MSIGDB_C2%PID_ECADHERIN_NASCENT_AJ_PATHWAY	PID_ECADHERIN_NASCENT_AJ_PATHWAY%MSIGDB_C2%PID_ECADHERIN_NASCENT_AJ_PATHWAY		22	0.67008287	1.5411415	0.022413794	0.06814412	1.0	971	tags=27%, list=12%, signal=31%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING%MSIGDBHALLMARK%HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING%MSIGDBHALLMARK%HALLMARK_PI3K_AKT_MTOR_SIGNALING		63	0.5649485	1.5409658	0.011560693	0.06817757	1.0	1020	tags=25%, list=12%, signal=29%	
REGULATION OF CELLULAR CATABOLIC PROCESS%GOBP%GO:0031329	REGULATION OF CELLULAR CATABOLIC PROCESS%GOBP%GO:0031329		388	0.45868745	1.5396612	0.0	0.06896563	1.0	1324	tags=23%, list=16%, signal=26%	
REGULATION OF TISSUE REMODELING%GOBP%GO:0034103	REGULATION OF TISSUE REMODELING%GOBP%GO:0034103		29	0.6302334	1.5391356	0.017571885	0.069250405	1.0	1311	tags=41%, list=16%, signal=49%	
REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:2000649	REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:2000649		17	0.68712	1.5391092	0.04180602	0.06917502	1.0	1596	tags=53%, list=19%, signal=66%	
NEURAL CREST DIFFERENTIATION%WIKIPATHWAYS_20240310%WP2064%HOMO SAPIENS	NEURAL CREST DIFFERENTIATION%WIKIPATHWAYS_20240310%WP2064%HOMO SAPIENS		20	0.6727821	1.5384475	0.025641026	0.06956391	1.0	750	tags=25%, list=9%, signal=27%	
REGULATION OF PROTEIN PHOSPHORYLATION%GOBP%GO:0001932	REGULATION OF PROTEIN PHOSPHORYLATION%GOBP%GO:0001932		342	0.46242005	1.5383531	0.0	0.06954055	1.0	1239	tags=25%, list=15%, signal=28%	
POSITIVE REGULATION OF CYTOKINESIS%GOBP%GO:0032467	POSITIVE REGULATION OF CYTOKINESIS%GOBP%GO:0032467		19	0.67551106	1.5376037	0.0321489	0.070011124	1.0	682	tags=26%, list=8%, signal=29%	
REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032386	REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032386		142	0.50287527	1.5374649	0.0	0.070003495	1.0	602	tags=15%, list=7%, signal=16%	
PID_IFNG_PATHWAY%MSIGDB_C2%PID_IFNG_PATHWAY	PID_IFNG_PATHWAY%MSIGDB_C2%PID_IFNG_PATHWAY		22	0.6713786	1.537318	0.026890757	0.07000896	1.0	951	tags=41%, list=12%, signal=46%	
MYOMETRIAL RELAXATION AND CONTRACTION PATHWAYS%WIKIPATHWAYS_20240310%WP289%HOMO SAPIENS	MYOMETRIAL RELAXATION AND CONTRACTION PATHWAYS%WIKIPATHWAYS_20240310%WP289%HOMO SAPIENS		61	0.5568233	1.5371369	0.005899705	0.07004551	1.0	1229	tags=25%, list=15%, signal=29%	
SYNTHESIS OF PA%REACTOME DATABASE ID RELEASE 81%1483166	SYNTHESIS OF PA%REACTOME DATABASE ID RELEASE 81%1483166		16	0.7169432	1.5366074	0.026578072	0.07033116	1.0	1256	tags=50%, list=15%, signal=59%	
REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030510	REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030510		24	0.66133213	1.536475	0.016583748	0.070321545	1.0	1144	tags=33%, list=14%, signal=39%	
SIGNAL RELEASE%GOBP%GO:0023061	SIGNAL RELEASE%GOBP%GO:0023061		35	0.60891837	1.5364588	0.027565084	0.07022951	1.0	941	tags=23%, list=11%, signal=26%	
REGULATION OF STEROID METABOLIC PROCESS%GOBP%GO:0019218	REGULATION OF STEROID METABOLIC PROCESS%GOBP%GO:0019218		24	0.6574559	1.5363774	0.0330033	0.07017734	1.0	825	tags=29%, list=10%, signal=32%	
NEGATIVE REGULATION OF CELLULAR CATABOLIC PROCESS%GOBP%GO:0031330	NEGATIVE REGULATION OF CELLULAR CATABOLIC PROCESS%GOBP%GO:0031330		103	0.5199608	1.5359056	0.009283819	0.07039979	1.0	1663	tags=32%, list=20%, signal=40%	
REGULATION OF POTASSIUM ION TRANSPORT%GOBP%GO:0043266	REGULATION OF POTASSIUM ION TRANSPORT%GOBP%GO:0043266		25	0.64251614	1.5353184	0.023255814	0.0707198	1.0	1105	tags=32%, list=13%, signal=37%	
REGULATION OF CELL MIGRATION%GOBP%GO:0030334	REGULATION OF CELL MIGRATION%GOBP%GO:0030334		338	0.46462968	1.5351491	0.0	0.070765264	1.0	1650	tags=33%, list=20%, signal=40%	
REGULATION OF SUBSTRATE ADHESION-DEPENDENT CELL SPREADING%GOBP%GO:1900024	REGULATION OF SUBSTRATE ADHESION-DEPENDENT CELL SPREADING%GOBP%GO:1900024		28	0.62829876	1.5348427	0.018092105	0.07088667	1.0	1024	tags=36%, list=13%, signal=41%	
RESPONSE TO LIPID%GOBP%GO:0033993	RESPONSE TO LIPID%GOBP%GO:0033993		196	0.4816708	1.534336	0.001222494	0.07110526	1.0	1031	tags=20%, list=13%, signal=22%	
POSITIVE REGULATION OF PROTEIN KINASE ACTIVITY%GOBP%GO:0045860	POSITIVE REGULATION OF PROTEIN KINASE ACTIVITY%GOBP%GO:0045860		120	0.5144956	1.5342349	0.0051880674	0.07108448	1.0	1090	tags=25%, list=13%, signal=28%	
POSITIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046889	POSITIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046889		29	0.6376303	1.5330174	0.02866242	0.07189255	1.0	836	tags=28%, list=10%, signal=31%	
PID_AR_TF_PATHWAY%MSIGDB_C2%PID_AR_TF_PATHWAY	PID_AR_TF_PATHWAY%MSIGDB_C2%PID_AR_TF_PATHWAY		31	0.6239359	1.5322875	0.019966722	0.07232406	1.0	733	tags=23%, list=9%, signal=25%	
POSITIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048661	POSITIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048661		20	0.6725317	1.5312935	0.03885135	0.072932936	1.0	488	tags=25%, list=6%, signal=27%	
PID_AJDISS_2PATHWAY%MSIGDB_C2%PID_AJDISS_2PATHWAY	PID_AJDISS_2PATHWAY%MSIGDB_C2%PID_AJDISS_2PATHWAY		25	0.6492897	1.5312206	0.034883723	0.07289666	1.0	1468	tags=40%, list=18%, signal=49%	
NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0007399	NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0007399		470	0.4548175	1.5312048	0.0	0.07281411	1.0	1528	tags=28%, list=19%, signal=32%	
STEROID HORMONE MEDIATED SIGNALING PATHWAY%GOBP%GO:0043401	STEROID HORMONE MEDIATED SIGNALING PATHWAY%GOBP%GO:0043401		28	0.6435986	1.5304872	0.02134647	0.07318679	1.0	246	tags=14%, list=3%, signal=15%	
BIOCARTA_IGF1R_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1R_PATHWAY	BIOCARTA_IGF1R_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1R_PATHWAY		15	0.7062243	1.5302664	0.034234233	0.07324855	1.0	1638	tags=60%, list=20%, signal=75%	
CELLULAR RESPONSE TO ALCOHOL%GOBP%GO:0097306	CELLULAR RESPONSE TO ALCOHOL%GOBP%GO:0097306		22	0.65687174	1.5300871	0.041666668	0.07327101	1.0	379	tags=18%, list=5%, signal=19%	
PID_MTOR_4PATHWAY%MSIGDB_C2%PID_MTOR_4PATHWAY	PID_MTOR_4PATHWAY%MSIGDB_C2%PID_MTOR_4PATHWAY		45	0.5812898	1.5294615	0.016344724	0.07362884	1.0	1638	tags=38%, list=20%, signal=47%	
FOXO FAMILY SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXO FAMILY SIGNALING	FOXO FAMILY SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXO FAMILY SIGNALING		37	0.59318775	1.5294105	0.026898734	0.07356887	1.0	1020	tags=19%, list=12%, signal=22%	
VIRAL PROTEIN PROCESSING%GOBP%GO:0019082	VIRAL PROTEIN PROCESSING%GOBP%GO:0019082		24	0.64706814	1.5290039	0.025125628	0.073766194	1.0	806	tags=29%, list=10%, signal=32%	
ALK1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALK1 SIGNALING EVENTS	ALK1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALK1 SIGNALING EVENTS		15	0.7088636	1.5286044	0.032928944	0.07397109	1.0	718	tags=27%, list=9%, signal=29%	
EMBRYONIC MORPHOGENESIS%GOBP%GO:0048598	EMBRYONIC MORPHOGENESIS%GOBP%GO:0048598		79	0.53528744	1.5282949	0.008241759	0.07409517	1.0	1006	tags=22%, list=12%, signal=24%	
REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION%GOBP%GO:0010799	REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION%GOBP%GO:0010799		19	0.70028013	1.5281293	0.018707482	0.07411472	1.0	1401	tags=42%, list=17%, signal=51%	
CDC42 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 81%9013148	CDC42 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 81%9013148		94	0.5184493	1.5278853	0.009446694	0.07419848	1.0	1489	tags=28%, list=18%, signal=33%	
OVERLAP BETWEEN SIGNAL TRANSDUCTION PATHWAYS CONTRIBUTING TO LMNA LAMINOPATHIES%WIKIPATHWAYS_20240310%WP4879%HOMO SAPIENS	OVERLAP BETWEEN SIGNAL TRANSDUCTION PATHWAYS CONTRIBUTING TO LMNA LAMINOPATHIES%WIKIPATHWAYS_20240310%WP4879%HOMO SAPIENS		21	0.66999805	1.5278721	0.023890786	0.0741127	1.0	701	tags=29%, list=9%, signal=31%	
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20240310%WP4496%HOMO SAPIENS	SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20240310%WP4496%HOMO SAPIENS		18	0.68656284	1.5271649	0.032315977	0.07454919	1.0	733	tags=22%, list=9%, signal=24%	
EPO RECEPTOR SIGNALING%WIKIPATHWAYS_20240310%WP581%HOMO SAPIENS	EPO RECEPTOR SIGNALING%WIKIPATHWAYS_20240310%WP581%HOMO SAPIENS		15	0.7202586	1.5270588	0.035897437	0.07451135	1.0	1014	tags=60%, list=12%, signal=68%	
PLASMA MEMBRANE BOUNDED CELL PROJECTION MORPHOGENESIS%GOBP%GO:0120039	PLASMA MEMBRANE BOUNDED CELL PROJECTION MORPHOGENESIS%GOBP%GO:0120039		111	0.5102279	1.527039	0.0027662518	0.07442262	1.0	1571	tags=31%, list=19%, signal=37%	
MUSCLE CONTRACTION%GOBP%GO:0006936	MUSCLE CONTRACTION%GOBP%GO:0006936		50	0.56764543	1.5264541	0.016034985	0.07474637	1.0	1840	tags=46%, list=22%, signal=59%	
PYRIMIDINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006220	PYRIMIDINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006220		23	0.65297127	1.5258744	0.034358047	0.07503575	1.0	588	tags=22%, list=7%, signal=23%	
POSITIVE REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010595	POSITIVE REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010595		54	0.55822366	1.5257607	0.014880952	0.07502145	1.0	1635	tags=39%, list=20%, signal=48%	
THE ROLE OF NEF IN HIV-1 REPLICATION AND DISEASE PATHOGENESIS%REACTOME%R-HSA-164952.3	THE ROLE OF NEF IN HIV-1 REPLICATION AND DISEASE PATHOGENESIS%REACTOME%R-HSA-164952.3		26	0.6423835	1.5248612	0.028099174	0.0755624	1.0	407	tags=19%, list=5%, signal=20%	
RHOB GTPASE CYCLE%REACTOME DATABASE ID RELEASE 81%9013026	RHOB GTPASE CYCLE%REACTOME DATABASE ID RELEASE 81%9013026		44	0.57565343	1.5240691	0.02157165	0.076053746	1.0	1924	tags=43%, list=23%, signal=56%	
SYSTEM PROCESS%GOBP%GO:0003008	SYSTEM PROCESS%GOBP%GO:0003008		291	0.4689121	1.5240628	0.0	0.07595652	1.0	1285	tags=24%, list=16%, signal=28%	
NOTCH%IOB%NOTCH	NOTCH%IOB%NOTCH		34	0.60061044	1.5233428	0.023364486	0.076360166	1.0	867	tags=24%, list=11%, signal=26%	
NEURAL TUBE CLOSURE%GOBP%GO:0001843	NEURAL TUBE CLOSURE%GOBP%GO:0001843		15	0.70299125	1.5228559	0.025270758	0.07659303	1.0	1691	tags=47%, list=21%, signal=59%	
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001237	NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001237		40	0.5909509	1.5226346	0.018292682	0.07666677	1.0	1560	tags=30%, list=19%, signal=37%	
EXPORT FROM CELL%GOBP%GO:0140352	EXPORT FROM CELL%GOBP%GO:0140352		139	0.4890283	1.5221852	0.0025445293	0.07689822	1.0	1209	tags=19%, list=15%, signal=22%	
AMINOGLYCAN METABOLIC PROCESS%GOBP%GO:0006022	AMINOGLYCAN METABOLIC PROCESS%GOBP%GO:0006022		32	0.6126751	1.5219563	0.02446982	0.07696006	1.0	610	tags=19%, list=7%, signal=20%	
NAD METABOLIC PROCESS%GOBP%GO:0019674	NAD METABOLIC PROCESS%GOBP%GO:0019674		27	0.63316786	1.5217576	0.023294508	0.07700362	1.0	987	tags=41%, list=12%, signal=46%	
LIPID TRANSPORT%GOBP%GO:0006869	LIPID TRANSPORT%GOBP%GO:0006869		95	0.5191175	1.5212371	0.0026773761	0.07725491	1.0	1557	tags=34%, list=19%, signal=41%	
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20240310%WP399%HOMO SAPIENS	WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20240310%WP399%HOMO SAPIENS		37	0.5996898	1.5208287	0.014446228	0.077452704	1.0	1009	tags=24%, list=12%, signal=28%	
PRE-NOTCH EXPRESSION AND PROCESSING%REACTOME%R-HSA-1912422.3	PRE-NOTCH EXPRESSION AND PROCESSING%REACTOME%R-HSA-1912422.3		35	0.61007637	1.5202186	0.025723472	0.077790424	1.0	1121	tags=34%, list=14%, signal=40%	
NOTCH-MEDIATED HES HEY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NOTCH-MEDIATED HES HEY NETWORK	NOTCH-MEDIATED HES HEY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NOTCH-MEDIATED HES HEY NETWORK		26	0.63413614	1.5201138	0.019448947	0.07777287	1.0	1268	tags=42%, list=15%, signal=50%	
RECEPTOR INTERNALIZATION%GOBP%GO:0031623	RECEPTOR INTERNALIZATION%GOBP%GO:0031623		43	0.5866681	1.519644	0.016949153	0.07798842	1.0	1145	tags=33%, list=14%, signal=38%	
INTRA-GOLGI TRAFFIC%REACTOME DATABASE ID RELEASE 81%6811438	INTRA-GOLGI TRAFFIC%REACTOME DATABASE ID RELEASE 81%6811438		33	0.6059448	1.5192565	0.023510972	0.078153685	1.0	683	tags=18%, list=8%, signal=20%	
PID_FGF_PATHWAY%MSIGDB_C2%PID_FGF_PATHWAY	PID_FGF_PATHWAY%MSIGDB_C2%PID_FGF_PATHWAY		19	0.6750374	1.5186831	0.040636044	0.07847471	1.0	1014	tags=37%, list=12%, signal=42%	
CELLULAR RESPONSE TO OXYGEN-CONTAINING COMPOUND%GOBP%GO:1901701	CELLULAR RESPONSE TO OXYGEN-CONTAINING COMPOUND%GOBP%GO:1901701		335	0.4591521	1.5184656	0.0	0.07851585	1.0	1015	tags=17%, list=12%, signal=19%	
OREXIN RECEPTOR PATHWAY%WIKIPATHWAYS_20240310%WP5094%HOMO SAPIENS	OREXIN RECEPTOR PATHWAY%WIKIPATHWAYS_20240310%WP5094%HOMO SAPIENS		36	0.6035127	1.5183715	0.021416804	0.07848498	1.0	891	tags=28%, list=11%, signal=31%	
GLYCOPROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0009101	GLYCOPROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0009101		94	0.5159802	1.5183326	0.005524862	0.078401856	1.0	779	tags=20%, list=10%, signal=22%	
BIOCARTA_NFAT_PATHWAY%MSIGDB_C2%BIOCARTA_NFAT_PATHWAY	BIOCARTA_NFAT_PATHWAY%MSIGDB_C2%BIOCARTA_NFAT_PATHWAY		22	0.6480091	1.5182313	0.049668875	0.07839725	1.0	1395	tags=41%, list=17%, signal=49%	
POSITIVE REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION%GOBP%GO:1902905	POSITIVE REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION%GOBP%GO:1902905		77	0.5262809	1.5177761	0.007102273	0.078680344	1.0	1480	tags=35%, list=18%, signal=42%	
REGULATION OF NERVOUS SYSTEM PROCESS%GOBP%GO:0031644	REGULATION OF NERVOUS SYSTEM PROCESS%GOBP%GO:0031644		20	0.6711529	1.5172113	0.026041666	0.07900234	1.0	1569	tags=70%, list=19%, signal=86%	
HORMONE METABOLIC PROCESS%GOBP%GO:0042445	HORMONE METABOLIC PROCESS%GOBP%GO:0042445		39	0.5865541	1.5166613	0.026356589	0.07931635	1.0	811	tags=21%, list=10%, signal=23%	
REGULATION OF PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0043244	REGULATION OF PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0043244		58	0.5550015	1.5164006	0.02183406	0.07941625	1.0	1612	tags=33%, list=20%, signal=40%	
REGULATION OF WOUND HEALING%GOBP%GO:0061041	REGULATION OF WOUND HEALING%GOBP%GO:0061041		44	0.5950686	1.5161031	0.019786911	0.07953481	1.0	1626	tags=39%, list=20%, signal=48%	
PID_RHOA_REG_PATHWAY%MSIGDB_C2%PID_RHOA_REG_PATHWAY	PID_RHOA_REG_PATHWAY%MSIGDB_C2%PID_RHOA_REG_PATHWAY		21	0.6641125	1.5159569	0.041292638	0.07955073	1.0	1783	tags=48%, list=22%, signal=61%	
REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0048259	REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0048259		47	0.5721251	1.5158314	0.010903426	0.079579055	1.0	1305	tags=36%, list=16%, signal=43%	
FOCAL ADHESION PI3K AKT MTOR SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP3932%HOMO SAPIENS	FOCAL ADHESION PI3K AKT MTOR SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP3932%HOMO SAPIENS		123	0.49695763	1.5155385	0.010204081	0.079712085	1.0	1506	tags=33%, list=18%, signal=40%	
NEGATIVE REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010812	NEGATIVE REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010812		22	0.65250856	1.5152029	0.021666666	0.07985721	1.0	1711	tags=36%, list=21%, signal=46%	
HALLMARK_UV_RESPONSE_UP%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_UP		73	0.5320931	1.5151436	0.008287293	0.0798008	1.0	476	tags=14%, list=6%, signal=14%	
TUBE CLOSURE%GOBP%GO:0060606	TUBE CLOSURE%GOBP%GO:0060606		15	0.70299125	1.5139409	0.027923211	0.08060763	1.0	1691	tags=47%, list=21%, signal=59%	
CELLULAR RESPONSE TO METAL ION%GOBP%GO:0071248	CELLULAR RESPONSE TO METAL ION%GOBP%GO:0071248		58	0.55150455	1.5139397	0.012931035	0.08050415	1.0	472	tags=14%, list=6%, signal=15%	
IL 4 SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP395%HOMO SAPIENS	IL 4 SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP395%HOMO SAPIENS		33	0.61802703	1.5137622	0.026194144	0.08055278	1.0	1014	tags=33%, list=12%, signal=38%	
PROTEIN DEPHOSPHORYLATION%GOBP%GO:0006470	PROTEIN DEPHOSPHORYLATION%GOBP%GO:0006470		61	0.5500082	1.51357	0.008310249	0.08058472	1.0	1030	tags=31%, list=13%, signal=35%	
CLOCK CONTROLLED AUTOPHAGY IN BONE METABOLISM%WIKIPATHWAYS_20240310%WP5205%HOMO SAPIENS	CLOCK CONTROLLED AUTOPHAGY IN BONE METABOLISM%WIKIPATHWAYS_20240310%WP5205%HOMO SAPIENS		28	0.63146955	1.5132033	0.01836394	0.08076217	1.0	786	tags=29%, list=10%, signal=31%	
TISSUE REMODELING%GOBP%GO:0048771	TISSUE REMODELING%GOBP%GO:0048771		15	0.70496815	1.5129731	0.037433155	0.080832	1.0	185	tags=20%, list=2%, signal=20%	
ETHANOL EFFECTS ON HISTONE MODIFICATIONS%WIKIPATHWAYS_20240310%WP3996%HOMO SAPIENS	ETHANOL EFFECTS ON HISTONE MODIFICATIONS%WIKIPATHWAYS_20240310%WP3996%HOMO SAPIENS		15	0.69946086	1.5126936	0.035580523	0.080937654	1.0	1115	tags=20%, list=14%, signal=23%	
POSITIVE REGULATION OF CELLULAR CATABOLIC PROCESS%GOBP%GO:0031331	POSITIVE REGULATION OF CELLULAR CATABOLIC PROCESS%GOBP%GO:0031331		193	0.4767981	1.5125278	0.0	0.08096377	1.0	740	tags=13%, list=9%, signal=14%	
O-LINKED GLYCOSYLATION%REACTOME%R-HSA-5173105.6	O-LINKED GLYCOSYLATION%REACTOME%R-HSA-5173105.6		20	0.6698105	1.5124252	0.04597701	0.08093602	1.0	762	tags=30%, list=9%, signal=33%	
SIGNALING BY FLT3 FUSION PROTEINS%REACTOME DATABASE ID RELEASE 81%9703465	SIGNALING BY FLT3 FUSION PROTEINS%REACTOME DATABASE ID RELEASE 81%9703465		16	0.7012999	1.5118899	0.027422303	0.08122523	1.0	1191	tags=31%, list=15%, signal=36%	
HALLMARK_ANDROGEN_RESPONSE%MSIGDBHALLMARK%HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE%MSIGDBHALLMARK%HALLMARK_ANDROGEN_RESPONSE		47	0.5708263	1.5116816	0.008941878	0.08128289	1.0	998	tags=28%, list=12%, signal=31%	
REGULATION OF LOCOMOTION%GOBP%GO:0040012	REGULATION OF LOCOMOTION%GOBP%GO:0040012		365	0.45635986	1.5111262	0.0	0.08167172	1.0	1536	tags=30%, list=19%, signal=35%	
CLASS B 2 (SECRETIN FAMILY RECEPTORS)%REACTOME DATABASE ID RELEASE 81%373080	CLASS B 2 (SECRETIN FAMILY RECEPTORS)%REACTOME DATABASE ID RELEASE 81%373080		19	0.6763369	1.5110871	0.04302926	0.0816057	1.0	461	tags=16%, list=6%, signal=17%	
REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010810	REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010810		82	0.5206289	1.5101905	0.011347517	0.08219481	1.0	1292	tags=35%, list=16%, signal=42%	
RESPONSE TO OXYGEN-CONTAINING COMPOUND%GOBP%GO:1901700	RESPONSE TO OXYGEN-CONTAINING COMPOUND%GOBP%GO:1901700		421	0.45166188	1.5099782	0.0	0.08224049	1.0	1031	tags=17%, list=13%, signal=19%	
RECEPTOR METABOLIC PROCESS%GOBP%GO:0043112	RECEPTOR METABOLIC PROCESS%GOBP%GO:0043112		20	0.649907	1.5098603	0.03786575	0.08223406	1.0	1048	tags=35%, list=13%, signal=40%	
NOTCH SIGNALING%WIKIPATHWAYS_20240310%WP268%HOMO SAPIENS	NOTCH SIGNALING%WIKIPATHWAYS_20240310%WP268%HOMO SAPIENS		18	0.679468	1.5096854	0.039426524	0.08227676	1.0	468	tags=17%, list=6%, signal=18%	
TGF BETA RECEPTOR SIGNALING IN SKELETAL DYSPLASIAS%WIKIPATHWAYS_20240310%WP4816%HOMO SAPIENS	TGF BETA RECEPTOR SIGNALING IN SKELETAL DYSPLASIAS%WIKIPATHWAYS_20240310%WP4816%HOMO SAPIENS		27	0.60510194	1.5095598	0.034146342	0.08228489	1.0	1626	tags=52%, list=20%, signal=64%	
OXIDATIVE STRESS RESPONSE%PANTHER PATHWAY%P00046	OXIDATIVE STRESS RESPONSE%PANTHER PATHWAY%P00046		16	0.7082259	1.5087698	0.035714287	0.0827428	1.0	1126	tags=31%, list=14%, signal=36%	
REGULATION OF ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0045646	REGULATION OF ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0045646		25	0.6351214	1.5087581	0.027642276	0.08264826	1.0	733	tags=32%, list=9%, signal=35%	
CHOLESTEROL HOMEOSTASIS%GOBP%GO:0042632	CHOLESTEROL HOMEOSTASIS%GOBP%GO:0042632		24	0.64744806	1.5082548	0.016155088	0.08291816	1.0	214	tags=17%, list=3%, signal=17%	
B CELL RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP23%HOMO SAPIENS	B CELL RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP23%HOMO SAPIENS		69	0.53355986	1.5069745	0.020833334	0.08382432	1.0	864	tags=26%, list=11%, signal=29%	
PI3K AKT SIGNALING IN CANCER%REACTOME DATABASE ID RELEASE 81%2219528	PI3K AKT SIGNALING IN CANCER%REACTOME DATABASE ID RELEASE 81%2219528		45	0.5666576	1.5055832	0.019374069	0.084858865	1.0	1290	tags=33%, list=16%, signal=39%	
RHOV GTPASE CYCLE%REACTOME DATABASE ID RELEASE 81%9013424	RHOV GTPASE CYCLE%REACTOME DATABASE ID RELEASE 81%9013424		25	0.64266723	1.5049317	0.023529412	0.08529488	1.0	641	tags=16%, list=8%, signal=17%	
MIRNA REGULATION OF PROSTATE CANCER SIGNALING PATHWAYS%WIKIPATHWAYS_20240310%WP3981%HOMO SAPIENS	MIRNA REGULATION OF PROSTATE CANCER SIGNALING PATHWAYS%WIKIPATHWAYS_20240310%WP3981%HOMO SAPIENS		20	0.6627885	1.5040743	0.044404972	0.08586136	1.0	1014	tags=40%, list=12%, signal=46%	
